Rank	Club	Country	Level	Elo	From	To	HistTeam
45.0	Newcastle	ENG	1	1708.10009766	2012-03-09	2012-03-11	Newcastle United
46.0	Newcastle	ENG	1	1708.10009766	2012-03-12	2012-03-12	Newcastle United
48.0	Newcastle	ENG	1	1704.18933105	2012-03-13	2012-03-13	Newcastle United
47.0	Newcastle	ENG	1	1704.18933105	2012-03-14	2012-03-14	Newcastle United
43.0	Newcastle	ENG	1	1709.98242188	2012-03-15	2012-03-15	Newcastle United
48.0	Newcastle	ENG	1	1704.22644043	2012-03-16	2012-03-17	Newcastle United
49.0	Newcastle	ENG	1	1704.22644043	2012-03-18	2012-03-18	Newcastle United
46.0	Newcastle	ENG	1	1708.60473633	2012-03-19	2012-03-19	Newcastle United
47.0	Newcastle	ENG	1	1708.60473633	2012-03-20	2012-03-20	Newcastle United
48.0	Newcastle	ENG	1	1708.60473633	2012-03-21	2012-03-21	Newcastle United
49.0	Newcastle	ENG	1	1708.60473633	2012-03-22	2012-03-24	Newcastle United
46.0	Newcastle	ENG	1	1708.60473633	2012-03-25	2012-03-25	Newcastle United
40.0	Newcastle	ENG	1	1720.71435547	2012-03-26	2012-03-27	Newcastle United
39.0	Newcastle	ENG	1	1723.52258301	2012-03-28	2012-03-29	Newcastle United
40.0	Newcastle	ENG	1	1723.52258301	2012-03-30	2012-03-31	Newcastle United
37.0	Newcastle	ENG	1	1723.52258301	2012-04-01	2012-04-01	Newcastle United
33.0	Newcastle	ENG	1	1733.4831543	2012-04-02	2012-04-04	Newcastle United
32.0	Newcastle	ENG	1	1735.26306152	2012-04-05	2012-04-06	Newcastle United
27.0	Newcastle	ENG	1	1745.7845459	2012-04-07	2012-04-07	Newcastle United
26.0	Newcastle	ENG	1	1745.7845459	2012-04-08	2012-04-09	Newcastle United
26.0	Newcastle	ENG	1	1750.6583252	2012-04-10	2012-04-11	Newcastle United
27.0	Newcastle	ENG	1	1750.6583252	2012-04-12	2012-04-15	Newcastle United
28.0	Newcastle	ENG	1	1750.6583252	2012-04-16	2012-04-18	Newcastle United
26.0	Newcastle	ENG	1	1752.45776367	2012-04-19	2012-04-21	Newcastle United
22.0	Newcastle	ENG	1	1760.71960449	2012-04-22	2012-04-24	Newcastle United
21.0	Newcastle	ENG	1	1765.37988281	2012-04-25	2012-04-28	Newcastle United
29.0	Newcastle	ENG	1	1745.25964355	2012-04-29	2012-05-02	Newcastle United
24.0	Newcastle	ENG	1	1763.14318848	2012-05-03	2012-05-05	Newcastle United
26.0	Newcastle	ENG	1	1763.14318848	2012-05-06	2012-05-06	Newcastle United
26.0	Newcastle	ENG	1	1755.23913574	2012-05-07	2012-05-13	Newcastle United
30.0	Newcastle	ENG	1	1746.1451416	2012-05-14	2012-05-19	Newcastle United
30.0	Newcastle	ENG	1	1746.84936523	2012-05-20	2012-08-02	Newcastle United
30.0	Newcastle	ENG	1	1747.08056641	2012-08-03	2012-08-03	Newcastle United
31.0	Newcastle	ENG	1	1747.08056641	2012-08-04	2012-08-09	Newcastle United
31.0	Newcastle	ENG	1	1747.42138672	2012-08-10	2012-08-18	Newcastle United
28.0	Newcastle	ENG	1	1755.1932373	2012-08-19	2012-08-19	Newcastle United
27.0	Newcastle	ENG	1	1755.1932373	2012-08-20	2012-08-22	Newcastle United
28.0	Newcastle	ENG	1	1755.1932373	2012-08-23	2012-08-23	Newcastle United
28.0	Newcastle	ENG	1	1755.27600098	2012-08-24	2012-08-25	Newcastle United
30.0	Newcastle	ENG	1	1749.57971191	2012-08-26	2012-08-26	Newcastle United
31.0	Newcastle	ENG	1	1749.57971191	2012-08-27	2012-08-27	Newcastle United
30.0	Newcastle	ENG	1	1749.57971191	2012-08-28	2012-08-30	Newcastle United
30.0	Newcastle	ENG	1	1752.54187012	2012-08-31	2012-09-01	Newcastle United
29.0	Newcastle	ENG	1	1752.54187012	2012-09-02	2012-09-02	Newcastle United
32.0	Newcastle	ENG	1	1747.71948242	2012-09-03	2012-09-17	Newcastle United
30.0	Newcastle	ENG	1	1750.94165039	2012-09-18	2012-09-18	Newcastle United
30.0	Newcastle	ENG	1	1752.30126953	2012-09-19	2012-09-19	Newcastle United
29.0	Newcastle	ENG	1	1751.52819824	2012-09-20	2012-09-20	Newcastle United
27.0	Newcastle	ENG	1	1750.26635742	2012-09-21	2012-09-23	Newcastle United
25.0	Newcastle	ENG	1	1753.74108887	2012-09-24	2012-09-28	Newcastle United
26.0	Newcastle	ENG	1	1753.74108887	2012-09-29	2012-09-29	Newcastle United
26.0	Newcastle	ENG	1	1751.72229004	2012-09-30	2012-10-02	Newcastle United
26.0	Newcastle	ENG	1	1754.0994873	2012-10-03	2012-10-03	Newcastle United
25.0	Newcastle	ENG	1	1754.62390137	2012-10-04	2012-10-04	Newcastle United
24.0	Newcastle	ENG	1	1761.72290039	2012-10-05	2012-10-07	Newcastle United
26.0	Newcastle	ENG	1	1752.17333984	2012-10-08	2012-10-20	Newcastle United
25.0	Newcastle	ENG	1	1752.17333984	2012-10-21	2012-10-21	Newcastle United
25.0	Newcastle	ENG	1	1751.81140137	2012-10-22	2012-10-23	Newcastle United
25.0	Newcastle	ENG	1	1750.45483398	2012-10-24	2012-10-24	Newcastle United
26.0	Newcastle	ENG	1	1741.3215332	2012-10-25	2012-10-25	Newcastle United
25.0	Newcastle	ENG	1	1745.61560059	2012-10-26	2012-10-27	Newcastle United
26.0	Newcastle	ENG	1	1745.61560059	2012-10-28	2012-10-28	Newcastle United
24.0	Newcastle	ENG	1	1750.97607422	2012-10-29	2012-11-04	Newcastle United
24.0	Newcastle	ENG	1	1752.08496094	2012-11-05	2012-11-05	Newcastle United
25.0	Newcastle	ENG	1	1752.08496094	2012-11-06	2012-11-06	Newcastle United
25.0	Newcastle	ENG	1	1751.13879395	2012-11-07	2012-11-07	Newcastle United
23.0	Newcastle	ENG	1	1755.17016602	2012-11-08	2012-11-08	Newcastle United
25.0	Newcastle	ENG	1	1750.90869141	2012-11-09	2012-11-11	Newcastle United
27.0	Newcastle	ENG	1	1739.18029785	2012-11-12	2012-11-17	Newcastle United
35.0	Newcastle	ENG	1	1727.54284668	2012-11-18	2012-11-18	Newcastle United
34.0	Newcastle	ENG	1	1727.54284668	2012-11-19	2012-11-20	Newcastle United
38.0	Newcastle	ENG	1	1720.23352051	2012-11-21	2012-11-21	Newcastle United
35.0	Newcastle	ENG	1	1722.10095215	2012-11-22	2012-11-22	Newcastle United
45.0	Newcastle	ENG	1	1711.6361084	2012-11-23	2012-11-24	Newcastle United
46.0	Newcastle	ENG	1	1711.6361084	2012-11-25	2012-11-25	Newcastle United
56.0	Newcastle	ENG	1	1696.28894043	2012-11-26	2012-11-27	Newcastle United
55.0	Newcastle	ENG	1	1696.28894043	2012-11-28	2012-11-28	Newcastle United
58.0	Newcastle	ENG	1	1688.82653809	2012-11-29	2012-12-01	Newcastle United
56.0	Newcastle	ENG	1	1688.82653809	2012-12-02	2012-12-02	Newcastle United
57.0	Newcastle	ENG	1	1688.82653809	2012-12-03	2012-12-03	Newcastle United
53.0	Newcastle	ENG	1	1698.02062988	2012-12-04	2012-12-04	Newcastle United
53.0	Newcastle	ENG	1	1694.55529785	2012-12-05	2012-12-05	Newcastle United
55.0	Newcastle	ENG	1	1690.4564209	2012-12-06	2012-12-06	Newcastle United
57.0	Newcastle	ENG	1	1684.81164551	2012-12-07	2012-12-08	Newcastle United
59.0	Newcastle	ENG	1	1684.81164551	2012-12-09	2012-12-09	Newcastle United
61.0	Newcastle	ENG	1	1684.81164551	2012-12-10	2012-12-10	Newcastle United
64.0	Newcastle	ENG	1	1677.89208984	2012-12-11	2012-12-15	Newcastle United
66.0	Newcastle	ENG	1	1671.23706055	2012-12-16	2012-12-16	Newcastle United
67.0	Newcastle	ENG	1	1671.23706055	2012-12-17	2012-12-20	Newcastle United
68.0	Newcastle	ENG	1	1671.23706055	2012-12-21	2012-12-22	Newcastle United
65.0	Newcastle	ENG	1	1675.29174805	2012-12-23	2012-12-23	Newcastle United
64.0	Newcastle	ENG	1	1675.29174805	2012-12-24	2012-12-26	Newcastle United
66.0	Newcastle	ENG	1	1672.9317627	2012-12-27	2012-12-29	Newcastle United
73.0	Newcastle	ENG	1	1665.22998047	2012-12-30	2013-01-02	Newcastle United
78.0	Newcastle	ENG	1	1658.50061035	2013-01-03	2013-01-05	Newcastle United
77.0	Newcastle	ENG	1	1658.50061035	2013-01-06	2013-01-06	Newcastle United
76.0	Newcastle	ENG	1	1658.50061035	2013-01-07	2013-01-12	Newcastle United
75.0	Newcastle	ENG	1	1659.01940918	2013-01-13	2013-01-13	Newcastle United
74.0	Newcastle	ENG	1	1659.01940918	2013-01-14	2013-01-19	Newcastle United
84.0	Newcastle	ENG	1	1647.76501465	2013-01-20	2013-01-26	Newcastle United
85.0	Newcastle	ENG	1	1647.76501465	2013-01-27	2013-01-29	Newcastle United
76.0	Newcastle	ENG	1	1655.5871582	2013-01-30	2013-01-30	Newcastle United
77.0	Newcastle	ENG	1	1655.5871582	2013-01-31	2013-02-02	Newcastle United
66.0	Newcastle	ENG	1	1666.52685547	2013-02-03	2013-02-09	Newcastle United
69.0	Newcastle	ENG	1	1662.54785156	2013-02-10	2013-02-10	Newcastle United
70.0	Newcastle	ENG	1	1662.54785156	2013-02-11	2013-02-11	Newcastle United
71.0	Newcastle	ENG	1	1662.54785156	2013-02-12	2013-02-13	Newcastle United
71.0	Newcastle	ENG	1	1663.91491699	2013-02-14	2013-02-14	Newcastle United
74.0	Newcastle	ENG	1	1661.37939453	2013-02-15	2013-02-16	Newcastle United
73.0	Newcastle	ENG	1	1661.37939453	2013-02-17	2013-02-17	Newcastle United
72.0	Newcastle	ENG	1	1661.37939453	2013-02-18	2013-02-19	Newcastle United
74.0	Newcastle	ENG	1	1659.55114746	2013-02-20	2013-02-20	Newcastle United
72.0	Newcastle	ENG	1	1659.55114746	2013-02-21	2013-02-21	Newcastle United
60.0	Newcastle	ENG	1	1680.42614746	2013-02-22	2013-02-23	Newcastle United
62.0	Newcastle	ENG	1	1680.42614746	2013-02-24	2013-02-24	Newcastle United
56.0	Newcastle	ENG	1	1687.28149414	2013-02-25	2013-03-02	Newcastle United
59.0	Newcastle	ENG	1	1680.50610352	2013-03-03	2013-03-03	Newcastle United
60.0	Newcastle	ENG	1	1680.50610352	2013-03-04	2013-03-05	Newcastle United
61.0	Newcastle	ENG	1	1677.22741699	2013-03-06	2013-03-07	Newcastle United
56.0	Newcastle	ENG	1	1681.39111328	2013-03-08	2013-03-09	Newcastle United
59.0	Newcastle	ENG	1	1681.39111328	2013-03-10	2013-03-10	Newcastle United
56.0	Newcastle	ENG	1	1687.1192627	2013-03-11	2013-03-12	Newcastle United
57.0	Newcastle	ENG	1	1687.1192627	2013-03-13	2013-03-13	Newcastle United
52.0	Newcastle	ENG	1	1688.14733887	2013-03-14	2013-03-14	Newcastle United
42.0	Newcastle	ENG	1	1703.79614258	2013-03-15	2013-03-16	Newcastle United
43.0	Newcastle	ENG	1	1703.79614258	2013-03-17	2013-03-17	Newcastle United
50.0	Newcastle	ENG	1	1695.11206055	2013-03-18	2013-03-30	Newcastle United
52.0	Newcastle	ENG	1	1688.91003418	2013-03-31	2013-04-01	Newcastle United
53.0	Newcastle	ENG	1	1688.91003418	2013-04-02	2013-04-04	Newcastle United
54.0	Newcastle	ENG	1	1683.91699219	2013-04-05	2013-04-06	Newcastle United
55.0	Newcastle	ENG	1	1683.91699219	2013-04-07	2013-04-07	Newcastle United
49.0	Newcastle	ENG	1	1690.5111084	2013-04-08	2013-04-09	Newcastle United
48.0	Newcastle	ENG	1	1690.5111084	2013-04-10	2013-04-10	Newcastle United
49.0	Newcastle	ENG	1	1690.5111084	2013-04-11	2013-04-11	Newcastle United
50.0	Newcastle	ENG	1	1688.9609375	2013-04-12	2013-04-13	Newcastle United
49.0	Newcastle	ENG	1	1688.9609375	2013-04-14	2013-04-14	Newcastle United
68.0	Newcastle	ENG	1	1669.55664062	2013-04-15	2013-04-15	Newcastle United
67.0	Newcastle	ENG	1	1669.55664062	2013-04-16	2013-04-19	Newcastle United
66.0	Newcastle	ENG	1	1669.55664062	2013-04-20	2013-04-20	Newcastle United
65.0	Newcastle	ENG	1	1671.30810547	2013-04-21	2013-04-21	Newcastle United
64.0	Newcastle	ENG	1	1671.30810547	2013-04-22	2013-04-23	Newcastle United
65.0	Newcastle	ENG	1	1671.30810547	2013-04-24	2013-04-24	Newcastle United
64.0	Newcastle	ENG	1	1671.30810547	2013-04-25	2013-04-25	Newcastle United
61.0	Newcastle	ENG	1	1673.15698242	2013-04-26	2013-04-27	Newcastle United
79.0	Newcastle	ENG	1	1654.54833984	2013-04-28	2013-04-29	Newcastle United
78.0	Newcastle	ENG	1	1654.54833984	2013-04-30	2013-05-02	Newcastle United
78.0	Newcastle	ENG	1	1655.28198242	2013-05-03	2013-05-03	Newcastle United
79.0	Newcastle	ENG	1	1655.28198242	2013-05-04	2013-05-04	Newcastle United
75.0	Newcastle	ENG	1	1657.11279297	2013-05-05	2013-05-07	Newcastle United
74.0	Newcastle	ENG	1	1657.11279297	2013-05-08	2013-05-11	Newcastle United
73.0	Newcastle	ENG	1	1657.11279297	2013-05-12	2013-05-12	Newcastle United
68.0	Newcastle	ENG	1	1664.23022461	2013-05-13	2013-05-15	Newcastle United
67.0	Newcastle	ENG	1	1666.66320801	2013-05-16	2013-05-18	Newcastle United
68.0	Newcastle	ENG	1	1666.66320801	2013-05-19	2013-05-19	Newcastle United
72.0	Newcastle	ENG	1	1661.50488281	2013-05-20	2013-06-01	Newcastle United
71.0	Newcastle	ENG	1	1661.50488281	2013-06-02	2013-07-19	Newcastle United
70.0	Newcastle	ENG	1	1661.50488281	2013-07-20	2013-08-01	Newcastle United
70.0	Newcastle	ENG	1	1664.06762695	2013-08-02	2013-08-02	Newcastle United
71.0	Newcastle	ENG	1	1664.06762695	2013-08-03	2013-08-07	Newcastle United
72.0	Newcastle	ENG	1	1664.06762695	2013-08-08	2013-08-08	Newcastle United
71.0	Newcastle	ENG	1	1664.19018555	2013-08-09	2013-08-10	Newcastle United
69.0	Newcastle	ENG	1	1664.19018555	2013-08-11	2013-08-11	Newcastle United
67.0	Newcastle	ENG	1	1664.19018555	2013-08-12	2013-08-17	Newcastle United
70.0	Newcastle	ENG	1	1664.19018555	2013-08-18	2013-08-18	Newcastle United
71.0	Newcastle	ENG	1	1664.19018555	2013-08-19	2013-08-19	Newcastle United
76.0	Newcastle	ENG	1	1658.90405273	2013-08-20	2013-08-20	Newcastle United
74.0	Newcastle	ENG	1	1658.90405273	2013-08-21	2013-08-21	Newcastle United
73.0	Newcastle	ENG	1	1661.48266602	2013-08-22	2013-08-22	Newcastle United
71.0	Newcastle	ENG	1	1664.60339355	2013-08-23	2013-08-23	Newcastle United
70.0	Newcastle	ENG	1	1664.60339355	2013-08-24	2013-08-24	Newcastle United
72.0	Newcastle	ENG	1	1663.25756836	2013-08-25	2013-08-25	Newcastle United
74.0	Newcastle	ENG	1	1663.25756836	2013-08-26	2013-08-27	Newcastle United
74.0	Newcastle	ENG	1	1663.71130371	2013-08-28	2013-08-28	Newcastle United
73.0	Newcastle	ENG	1	1663.71130371	2013-08-29	2013-08-29	Newcastle United
70.0	Newcastle	ENG	1	1663.5177002	2013-08-30	2013-08-31	Newcastle United
65.0	Newcastle	ENG	1	1670.30859375	2013-09-01	2013-09-01	Newcastle United
61.0	Newcastle	ENG	1	1670.30859375	2013-09-02	2013-09-08	Newcastle United
60.0	Newcastle	ENG	1	1670.30859375	2013-09-09	2013-09-14	Newcastle United
52.0	Newcastle	ENG	1	1679.78015137	2013-09-15	2013-09-15	Newcastle United
51.0	Newcastle	ENG	1	1679.78015137	2013-09-16	2013-09-16	Newcastle United
52.0	Newcastle	ENG	1	1679.78015137	2013-09-17	2013-09-17	Newcastle United
49.0	Newcastle	ENG	1	1685.1151123	2013-09-18	2013-09-18	Newcastle United
52.0	Newcastle	ENG	1	1682.15698242	2013-09-19	2013-09-19	Newcastle United
49.0	Newcastle	ENG	1	1689.35534668	2013-09-20	2013-09-21	Newcastle United
56.0	Newcastle	ENG	1	1675.84680176	2013-09-22	2013-09-24	Newcastle United
57.0	Newcastle	ENG	1	1675.84680176	2013-09-25	2013-09-25	Newcastle United
56.0	Newcastle	ENG	1	1675.84680176	2013-09-26	2013-09-28	Newcastle United
57.0	Newcastle	ENG	1	1675.84680176	2013-09-29	2013-09-29	Newcastle United
58.0	Newcastle	ENG	1	1675.84680176	2013-09-30	2013-09-30	Newcastle United
59.0	Newcastle	ENG	1	1672.1171875	2013-10-01	2013-10-01	Newcastle United
58.0	Newcastle	ENG	1	1676.21765137	2013-10-02	2013-10-02	Newcastle United
60.0	Newcastle	ENG	1	1673.68188477	2013-10-03	2013-10-03	Newcastle United
58.0	Newcastle	ENG	1	1677.38049316	2013-10-04	2013-10-05	Newcastle United
56.0	Newcastle	ENG	1	1685.08166504	2013-10-06	2013-10-06	Newcastle United
55.0	Newcastle	ENG	1	1685.08166504	2013-10-07	2013-10-19	Newcastle United
53.0	Newcastle	ENG	1	1687.20214844	2013-10-20	2013-10-20	Newcastle United
52.0	Newcastle	ENG	1	1687.20214844	2013-10-21	2013-10-22	Newcastle United
51.0	Newcastle	ENG	1	1688.19238281	2013-10-23	2013-10-23	Newcastle United
51.0	Newcastle	ENG	1	1690.66040039	2013-10-24	2013-10-24	Newcastle United
51.0	Newcastle	ENG	1	1689.53942871	2013-10-25	2013-10-25	Newcastle United
52.0	Newcastle	ENG	1	1689.53942871	2013-10-26	2013-10-26	Newcastle United
53.0	Newcastle	ENG	1	1689.53942871	2013-10-27	2013-10-27	Newcastle United
57.0	Newcastle	ENG	1	1681.07653809	2013-10-28	2013-10-30	Newcastle United
58.0	Newcastle	ENG	1	1681.07653809	2013-10-31	2013-11-01	Newcastle United
57.0	Newcastle	ENG	1	1681.07653809	2013-11-02	2013-11-02	Newcastle United
48.0	Newcastle	ENG	1	1698.85339355	2013-11-03	2013-11-03	Newcastle United
47.0	Newcastle	ENG	1	1698.85339355	2013-11-04	2013-11-05	Newcastle United
46.0	Newcastle	ENG	1	1699.5723877	2013-11-06	2013-11-06	Newcastle United
41.0	Newcastle	ENG	1	1704.92907715	2013-11-07	2013-11-07	Newcastle United
42.0	Newcastle	ENG	1	1703.17358398	2013-11-08	2013-11-09	Newcastle United
41.0	Newcastle	ENG	1	1703.17358398	2013-11-10	2013-11-10	Newcastle United
34.0	Newcastle	ENG	1	1716.62780762	2013-11-11	2013-11-23	Newcastle United
33.0	Newcastle	ENG	1	1721.78942871	2013-11-24	2013-11-26	Newcastle United
33.0	Newcastle	ENG	1	1718.85864258	2013-11-27	2013-11-27	Newcastle United
32.0	Newcastle	ENG	1	1725.53564453	2013-11-28	2013-11-28	Newcastle United
33.0	Newcastle	ENG	1	1719.79980469	2013-11-29	2013-11-30	Newcastle United
32.0	Newcastle	ENG	1	1725.95251465	2013-12-01	2013-12-01	Newcastle United
33.0	Newcastle	ENG	1	1725.95251465	2013-12-02	2013-12-04	Newcastle United
35.0	Newcastle	ENG	1	1714.03527832	2013-12-05	2013-12-07	Newcastle United
33.0	Newcastle	ENG	1	1728.25512695	2013-12-08	2013-12-10	Newcastle United
33.0	Newcastle	ENG	1	1733.64831543	2013-12-11	2013-12-11	Newcastle United
33.0	Newcastle	ENG	1	1729.86804199	2013-12-12	2013-12-12	Newcastle United
33.0	Newcastle	ENG	1	1724.40637207	2013-12-13	2013-12-14	Newcastle United
34.0	Newcastle	ENG	1	1721.6307373	2013-12-15	2013-12-20	Newcastle United
35.0	Newcastle	ENG	1	1721.6307373	2013-12-21	2013-12-21	Newcastle United
33.0	Newcastle	ENG	1	1730.61218262	2013-12-22	2013-12-26	Newcastle United
30.0	Newcastle	ENG	1	1741.45947266	2013-12-27	2013-12-29	Newcastle United
32.0	Newcastle	ENG	1	1735.91003418	2013-12-30	2014-01-01	Newcastle United
33.0	Newcastle	ENG	1	1727.81713867	2014-01-02	2014-01-12	Newcastle United
33.0	Newcastle	ENG	1	1722.20361328	2014-01-13	2014-01-18	Newcastle United
33.0	Newcastle	ENG	1	1732.82922363	2014-01-19	2014-01-28	Newcastle United
33.0	Newcastle	ENG	1	1732.21911621	2014-01-29	2014-02-01	Newcastle United
39.0	Newcastle	ENG	1	1711.95446777	2014-02-02	2014-02-02	Newcastle United
37.0	Newcastle	ENG	1	1711.95446777	2014-02-03	2014-02-08	Newcastle United
38.0	Newcastle	ENG	1	1708.12487793	2014-02-09	2014-02-12	Newcastle United
42.0	Newcastle	ENG	1	1695.25231934	2014-02-13	2014-02-15	Newcastle United
43.0	Newcastle	ENG	1	1695.25231934	2014-02-16	2014-02-16	Newcastle United
44.0	Newcastle	ENG	1	1695.25231934	2014-02-17	2014-02-17	Newcastle United
43.0	Newcastle	ENG	1	1695.25231934	2014-02-18	2014-02-18	Newcastle United
46.0	Newcastle	ENG	1	1692.35632324	2014-02-19	2014-02-19	Newcastle United
46.0	Newcastle	ENG	1	1690.91906738	2014-02-20	2014-02-20	Newcastle United
47.0	Newcastle	ENG	1	1688.85058594	2014-02-21	2014-02-23	Newcastle United
43.0	Newcastle	ENG	1	1694.42602539	2014-02-24	2014-02-25	Newcastle United
47.0	Newcastle	ENG	1	1690.09277344	2014-02-26	2014-02-26	Newcastle United
48.0	Newcastle	ENG	1	1689.96069336	2014-02-27	2014-02-27	Newcastle United
49.0	Newcastle	ENG	1	1690.33081055	2014-02-28	2014-03-01	Newcastle United
42.0	Newcastle	ENG	1	1703.14233398	2014-03-02	2014-03-08	Newcastle United
41.0	Newcastle	ENG	1	1703.14233398	2014-03-09	2014-03-09	Newcastle United
42.0	Newcastle	ENG	1	1703.14233398	2014-03-10	2014-03-11	Newcastle United
42.0	Newcastle	ENG	1	1703.38427734	2014-03-12	2014-03-12	Newcastle United
42.0	Newcastle	ENG	1	1702.51220703	2014-03-13	2014-03-13	Newcastle United
44.0	Newcastle	ENG	1	1698.44128418	2014-03-14	2014-03-15	Newcastle United
50.0	Newcastle	ENG	1	1688.87194824	2014-03-16	2014-03-18	Newcastle United
50.0	Newcastle	ENG	1	1690.46484375	2014-03-19	2014-03-19	Newcastle United
46.0	Newcastle	ENG	1	1696.7611084	2014-03-20	2014-03-20	Newcastle United
45.0	Newcastle	ENG	1	1696.82434082	2014-03-21	2014-03-22	Newcastle United
42.0	Newcastle	ENG	1	1700.48034668	2014-03-23	2014-03-23	Newcastle United
41.0	Newcastle	ENG	1	1700.48034668	2014-03-24	2014-03-25	Newcastle United
47.0	Newcastle	ENG	1	1688.77355957	2014-03-26	2014-03-29	Newcastle United
61.0	Newcastle	ENG	1	1676.45849609	2014-03-30	2014-03-30	Newcastle United
57.0	Newcastle	ENG	1	1676.45849609	2014-03-31	2014-03-31	Newcastle United
56.0	Newcastle	ENG	1	1676.45849609	2014-04-01	2014-04-01	Newcastle United
56.0	Newcastle	ENG	1	1676.68286133	2014-04-02	2014-04-02	Newcastle United
61.0	Newcastle	ENG	1	1673.30395508	2014-04-03	2014-04-03	Newcastle United
59.0	Newcastle	ENG	1	1673.30395508	2014-04-04	2014-04-05	Newcastle United
67.0	Newcastle	ENG	1	1664.28796387	2014-04-06	2014-04-06	Newcastle United
65.0	Newcastle	ENG	1	1664.28796387	2014-04-07	2014-04-08	Newcastle United
60.0	Newcastle	ENG	1	1669.79724121	2014-04-09	2014-04-09	Newcastle United
61.0	Newcastle	ENG	1	1668.2388916	2014-04-10	2014-04-10	Newcastle United
65.0	Newcastle	ENG	1	1668.2388916	2014-04-11	2014-04-12	Newcastle United
71.0	Newcastle	ENG	1	1661.98510742	2014-04-13	2014-04-19	Newcastle United
77.0	Newcastle	ENG	1	1652.38061523	2014-04-20	2014-04-20	Newcastle United
75.0	Newcastle	ENG	1	1652.38061523	2014-04-21	2014-04-21	Newcastle United
74.0	Newcastle	ENG	1	1652.38061523	2014-04-22	2014-04-22	Newcastle United
74.0	Newcastle	ENG	1	1652.87719727	2014-04-23	2014-04-26	Newcastle United
75.0	Newcastle	ENG	1	1652.87719727	2014-04-27	2014-04-27	Newcastle United
77.0	Newcastle	ENG	1	1652.87719727	2014-04-28	2014-04-28	Newcastle United
78.0	Newcastle	ENG	1	1648.23278809	2014-04-29	2014-04-30	Newcastle United
78.0	Newcastle	ENG	1	1643.81860352	2014-05-01	2014-05-02	Newcastle United
79.0	Newcastle	ENG	1	1643.81860352	2014-05-03	2014-05-03	Newcastle United
77.0	Newcastle	ENG	1	1651.6105957	2014-05-04	2014-05-04	Newcastle United
76.0	Newcastle	ENG	1	1651.6105957	2014-05-05	2014-05-05	Newcastle United
75.0	Newcastle	ENG	1	1651.6105957	2014-05-06	2014-05-07	Newcastle United
76.0	Newcastle	ENG	1	1651.6105957	2014-05-08	2014-05-10	Newcastle United
75.0	Newcastle	ENG	1	1651.6105957	2014-05-11	2014-05-11	Newcastle United
75.0	Newcastle	ENG	1	1649.5657959	2014-05-12	2014-05-17	Newcastle United
76.0	Newcastle	ENG	1	1649.5657959	2014-05-18	2014-05-20	Newcastle United
75.0	Newcastle	ENG	1	1649.5657959	2014-05-21	2014-06-07	Newcastle United
74.0	Newcastle	ENG	1	1649.5657959	2014-06-08	2014-07-23	Newcastle United
75.0	Newcastle	ENG	1	1649.5657959	2014-07-24	2014-07-25	Newcastle United
76.0	Newcastle	ENG	1	1649.5657959	2014-07-26	2014-07-31	Newcastle United
76.0	Newcastle	ENG	1	1649.03466797	2014-08-01	2014-08-07	Newcastle United
73.0	Newcastle	ENG	1	1650.71508789	2014-08-08	2014-08-17	Newcastle United
75.0	Newcastle	ENG	1	1647.09594727	2014-08-18	2014-08-19	Newcastle United
75.0	Newcastle	ENG	1	1646.44665527	2014-08-20	2014-08-21	Newcastle United
77.0	Newcastle	ENG	1	1644.16040039	2014-08-22	2014-08-23	Newcastle United
75.0	Newcastle	ENG	1	1645.01049805	2014-08-24	2014-08-27	Newcastle United
75.0	Newcastle	ENG	1	1646.56750488	2014-08-28	2014-08-28	Newcastle United
74.0	Newcastle	ENG	1	1645.28063965	2014-08-29	2014-08-30	Newcastle United
73.0	Newcastle	ENG	1	1642.86767578	2014-08-31	2014-08-31	Newcastle United
72.0	Newcastle	ENG	1	1642.86767578	2014-09-01	2014-09-13	Newcastle United
85.0	Newcastle	ENG	1	1632.98449707	2014-09-14	2014-09-14	Newcastle United
82.0	Newcastle	ENG	1	1632.98449707	2014-09-15	2014-09-16	Newcastle United
83.0	Newcastle	ENG	1	1630.76940918	2014-09-17	2014-09-17	Newcastle United
85.0	Newcastle	ENG	1	1627.58056641	2014-09-18	2014-09-18	Newcastle United
83.0	Newcastle	ENG	1	1628.3425293	2014-09-19	2014-09-19	Newcastle United
84.0	Newcastle	ENG	1	1628.3425293	2014-09-20	2014-09-20	Newcastle United
89.0	Newcastle	ENG	1	1625.2902832	2014-09-21	2014-09-21	Newcastle United
90.0	Newcastle	ENG	1	1625.2902832	2014-09-22	2014-09-22	Newcastle United
89.0	Newcastle	ENG	1	1625.2902832	2014-09-23	2014-09-23	Newcastle United
88.0	Newcastle	ENG	1	1625.2902832	2014-09-24	2014-09-25	Newcastle United
89.0	Newcastle	ENG	1	1625.2902832	2014-09-26	2014-09-27	Newcastle United
90.0	Newcastle	ENG	1	1625.2902832	2014-09-28	2014-09-28	Newcastle United
89.0	Newcastle	ENG	1	1625.2902832	2014-09-29	2014-09-29	Newcastle United
96.0	Newcastle	ENG	1	1619.79528809	2014-09-30	2014-09-30	Newcastle United
93.0	Newcastle	ENG	1	1619.27294922	2014-10-01	2014-10-01	Newcastle United
96.0	Newcastle	ENG	1	1617.42150879	2014-10-02	2014-10-02	Newcastle United
